"chr","start","end","methodname"
"chr1",203023892,203024865,"ProbeLasso"
"chr1",203093451,203096942,"ProbeLasso"
"chr1",203257649,203260156,"ProbeLasso"
"chr1",203270099,203273590,"ProbeLasso"
"chr1",203594436,203598643,"ProbeLasso"
"chr1",203734073,203735046,"ProbeLasso"
"chr1",203765958,203770132,"ProbeLasso"
"chr1",204093566,204097609,"ProbeLasso"
"chr1",204121837,204121988,"ProbeLasso"
"chr1",204182470,204183443,"ProbeLasso"
"chr1",204328583,204329265,"ProbeLasso"
"chr1",204947313,204949467,"ProbeLasso"
"chr1",204965514,204966998,"ProbeLasso"
"chr1",205012308,205012829,"ProbeLasso"
"chr1",205253270,205256873,"ProbeLasso"
"chr1",205315913,205319142,"ProbeLasso"
"chr1",205325599,205326120,"ProbeLasso"
"chr1",205473331,205473456,"ProbeLasso"
"chr1",205560797,205562052,"ProbeLasso"
"chr1",205631973,205632130,"ProbeLasso"
"chr1",205897059,205898377,"ProbeLasso"
"chr1",206643193,206643485,"ProbeLasso"
"chr1",206667764,206671807,"ProbeLasso"
"chr1",206728889,206729245,"ProbeLasso"
"chr1",207262168,207262813,"ProbeLasso"
"chr1",207925019,207925175,"ProbeLasso"
"chr1",207973929,207978850,"ProbeLasso"
"chr1",207991242,207993034,"ProbeLasso"
"chr1",207995066,207998419,"ProbeLasso"
"chr1",208083884,208084504,"ProbeLasso"
"chr1",209603727,209607770,"ProbeLasso"
"chr1",209825563,209825827,"ProbeLasso"
"chr1",209848821,209848906,"ProbeLasso"
"chr1",209877681,209878876,"ProbeLasso"
"chr1",209957537,209957768,"ProbeLasso"
"chr1",210110936,210111119,"ProbeLasso"
"chr1",210407473,210412678,"ProbeLasso"
"chr1",211501604,211504833,"ProbeLasso"
"chr1",211667280,211667497,"ProbeLasso"
"chr1",211688974,211689299,"ProbeLasso"
"chr1",211870789,211873906,"ProbeLasso"
"chr1",212618510,212621017,"ProbeLasso"
"chr1",212688753,212689159,"ProbeLasso"
"chr1",212781741,212781808,"ProbeLasso"
"chr1",212837511,212840560,"ProbeLasso"
"chr1",212965436,212965893,"ProbeLasso"
"chr1",213088484,213091494,"ProbeLasso"
"chr1",213553113,213555750,"ProbeLasso"
"chr1",214152547,214152967,"ProbeLasso"
"chr1",214157251,214159294,"ProbeLasso"
"chr1",214476576,214477767,"ProbeLasso"
"chr1",217309791,217310022,"ProbeLasso"
"chr1",217311504,217315569,"ProbeLasso"
"chr1",218096780,218099847,"ProbeLasso"
"chr1",220102244,220102369,"ProbeLasso"
"chr1",220130838,220133982,"ProbeLasso"
"chr1",220863284,220863469,"ProbeLasso"
"chr1",221050904,221051351,"ProbeLasso"
"chr1",221055641,221055798,"ProbeLasso"
"chr1",221068568,221068893,"ProbeLasso"
"chr1",222763394,222763519,"ProbeLasso"
"chr1",223302600,223303121,"ProbeLasso"
"chr1",223317357,223320848,"ProbeLasso"
"chr1",223538575,223538653,"ProbeLasso"
"chr1",223888760,223889065,"ProbeLasso"
"chr1",224621819,224621904,"ProbeLasso"
"chr1",225670178,225673244,"ProbeLasso"
"chr1",225993636,225997127,"ProbeLasso"
"chr1",226074924,226075215,"ProbeLasso"
"chr1",226148978,226151638,"ProbeLasso"
"chr1",226298856,226302347,"ProbeLasso"
"chr1",226305144,226308635,"ProbeLasso"
"chr1",226311422,226314913,"ProbeLasso"
"chr1",226411030,226412099,"ProbeLasso"
"chr1",226497475,226497698,"ProbeLasso"
"chr1",226737620,226737964,"ProbeLasso"
"chr1",226824768,226826445,"ProbeLasso"
"chr1",227014165,227017277,"ProbeLasso"
"chr1",227169949,227171150,"ProbeLasso"
"chr1",227172491,227177099,"ProbeLasso"
"chr1",227962237,227963782,"ProbeLasso"
"chr1",228225528,228225737,"ProbeLasso"
"chr1",228337202,228337886,"ProbeLasso"
"chr1",228349115,228352606,"ProbeLasso"
"chr1",228394395,228397713,"ProbeLasso"
"chr1",228494334,228495598,"ProbeLasso"
"chr1",228644855,228645025,"ProbeLasso"
"chr1",228652418,228653299,"ProbeLasso"
"chr1",228657464,228657789,"ProbeLasso"
"chr1",228871258,228871353,"ProbeLasso"
"chr1",229437717,229441855,"ProbeLasso"
"chr1",229762044,229762168,"ProbeLasso"
"chr1",230249479,230250843,"ProbeLasso"
"chr1",230271819,230273142,"ProbeLasso"
"chr1",230455610,230461136,"ProbeLasso"
"chr1",230827255,230831298,"ProbeLasso"
"chr1",230835918,230840315,"ProbeLasso"
"chr1",230992333,230993476,"ProbeLasso"
"chr1",231004277,231004428,"ProbeLasso"
"chr1",231153427,231157470,"ProbeLasso"
"chr1",231176958,231177034,"ProbeLasso"
"chr1",231292623,231296114,"ProbeLasso"
"chr1",231297493,231297618,"ProbeLasso"
"chr1",231473480,231473589,"ProbeLasso"
"chr1",231761576,231761867,"ProbeLasso"
"chr1",231762948,231763105,"ProbeLasso"
"chr1",233248359,233249332,"ProbeLasso"
"chr1",233432526,233436017,"ProbeLasso"
"chr1",233459607,233463098,"ProbeLasso"
"chr1",233764712,233765836,"ProbeLasso"
"chr1",234292584,234293629,"ProbeLasso"
"chr1",234633727,234636827,"ProbeLasso"
"chr1",234665833,234668802,"ProbeLasso"
"chr1",234736091,234736416,"ProbeLasso"
"chr1",234851543,234854145,"ProbeLasso"
"chr1",234906972,234909768,"ProbeLasso"
"chr1",235096764,235100404,"ProbeLasso"
"chr1",235104350,235107126,"ProbeLasso"
"chr1",235255244,235258617,"ProbeLasso"
"chr1",235530592,235531113,"ProbeLasso"
"chr1",235814071,235814365,"ProbeLasso"
"chr1",236227376,236228782,"ProbeLasso"
"chr1",236306621,236306912,"ProbeLasso"
"chr1",236559450,236559820,"ProbeLasso"
"chr1",236848619,236848773,"ProbeLasso"
"chr1",236901922,236903251,"ProbeLasso"
"chr1",236923837,236927986,"ProbeLasso"
"chr1",240071236,240072209,"ProbeLasso"
"chr1",240774899,240776320,"ProbeLasso"
"chr1",240782074,240784643,"ProbeLasso"
"chr1",240986629,240986786,"ProbeLasso"
"chr1",241520238,241521004,"ProbeLasso"
"chr1",241586937,241587656,"ProbeLasso"
"chr1",242119385,242123317,"ProbeLasso"
"chr1",242161293,242162368,"ProbeLasso"
"chr1",242687412,242687643,"ProbeLasso"
"chr1",244094788,244095016,"ProbeLasso"
"chr1",244951016,244953648,"ProbeLasso"
"chr1",245524282,245525255,"ProbeLasso"
"chr1",246728615,246729586,"ProbeLasso"
"chr1",246858636,246861670,"ProbeLasso"
"chr1",246928915,246933181,"ProbeLasso"
"chr1",246937963,246940752,"ProbeLasso"
"chr1",246957168,246960730,"ProbeLasso"
"chr1",247268261,247272991,"ProbeLasso"
"chr1",247510111,247512722,"ProbeLasso"
"chr6",33156164,33181870,"DMRcate"
"chr6",33279563,33292029,"DMRcate"
"chr6",31827110,31834178,"DMRcate"
"chr6",30874989,30883526,"DMRcate"
"chr6",32802009,32814322,"DMRcate"
"chr6",32935025,32941825,"DMRcate"
"chr6",30683787,30691623,"DMRcate"
"chr6",33418656,33425263,"DMRcate"
"chr6",30067855,30074219,"DMRcate"
"chr6",32093933,32098253,"DMRcate"
"chr6",28885017,28892774,"DMRcate"
"chr6",30038004,30044259,"DMRcate"
"chr6",33233548,33240864,"DMRcate"
"chr6",30652647,30659643,"DMRcate"
"chr10",89621419,89623360,"DMRcate"
"chr6",31667380,31672262,"DMRcate"
"chr6",31595647,31602130,"DMRcate"
"chr6",31587470,31592247,"DMRcate"
"chr7",27182493,27185512,"DMRcate"
"chr6",33254385,33258423,"DMRcate"
"chr13",78491982,78494462,"DMRcate"
"chr6",30519942,30525527,"DMRcate"
"chr6",31695027,31700617,"DMRcate"
"chr6",32048632,32057341,"DMRcate"
"chr6",31935801,31941422,"DMRcate"
"chr6",32118811,32123701,"DMRcate"
"chr6",33262322,33269832,"DMRcate"
"chr6",30177166,30182563,"DMRcate"
"chr6",31618987,31623318,"DMRcate"
"chr20",57462798,57466137,"DMRcate"
"chr17",79476186,79481404,"DMRcate"
"chr6",32162695,32166839,"DMRcate"
"chr2",63274476,63278831,"DMRcate"
"chr6",133561368,133564578,"DMRcate"
"chr10",118922194,118928131,"DMRcate"
"chr6",33393599,33397959,"DMRcate"
"chr6",30850405,30854233,"DMRcate"
"chr6",30457039,30460798,"DMRcate"
"chr12",58145283,58149022,"DMRcate"
"chr6",32819858,32823116,"DMRcate"
"chr6",31852240,31857895,"DMRcate"
"chr6",30162942,30167403,"DMRcate"
"chr8",128746032,128750924,"DMRcate"
"chr6",33382320,33387205,"DMRcate"
"chr6",31702632,31708299,"DMRcate"
"chr10",8091753,8097689,"DMRcate"
"chr7",92462706,92466842,"DMRcate"
"chr6",30027916,30031893,"DMRcate"
"chr16",51183473,51190201,"DMRcate"
"chr6",32972492,32978775,"DMRcate"
"chr11",31820658,31827757,"DMRcate"
"chr6",32036530,32042351,"DMRcate"
"chr4",4858059,4864902,"DMRcate"
"chr6",33135269,33142006,"DMRcate"
"chr2",162270453,162275746,"DMRcate"
"chr6",99278360,99283841,"DMRcate"
"chr6",33128825,33133752,"DMRcate"
"chr8",65488069,65493706,"DMRcate"
"chr5",6712709,6715087,"DMRcate"
"chr10",3823758,3827878,"DMRcate"
"chr10",133793477,133797327,"DMRcate"
"chr6",32132649,32139120,"DMRcate"
"chr17",79790116,79793795,"DMRcate"
"chr6",31504181,31510735,"DMRcate"
"chr6",32025453,32030226,"DMRcate"
"chr6",30311967,30314540,"DMRcate"
"chr6",31626313,31629199,"DMRcate"
"chr6",29570008,29575145,"DMRcate"
"chr7",27152899,27156062,"DMRcate"
"chr6",29597991,29602390,"DMRcate"
"chr6",28830789,28833340,"DMRcate"
"chr6",32861863,32862953,"DMRcate"
"chr6",32013974,32017048,"DMRcate"
"chr3",64008007,64009746,"DMRcate"
"chr6",31630923,31634349,"DMRcate"
"chr7",100024898,100028402,"DMRcate"
"chr19",57349204,57353128,"DMRcate"
"chr14",75078283,75079986,"DMRcate"
"chr15",74420657,74424054,"DMRcate"
"chr11",2443869,2445442,"DMRcate"
"chr6",30709803,30712559,"DMRcate"
"chr14",65005951,65008050,"DMRcate"
"chr5",172197489,172199667,"DMRcate"
"chr6",30172142,30175327,"DMRcate"
"chr6",33358411,33360836,"DMRcate"
"chr11",2397201,2398856,"DMRcate"
"chr8",25902284,25909599,"DMRcate"
"chr18",49865488,49868552,"DMRcate"
"chr6",30698584,30699481,"DMRcate"
"chr6",30623775,30624769,"DMRcate"
"chr20",57425515,57428473,"DMRcate"
"chr7",94284258,94287242,"DMRcate"
"chr17",46619923,46622899,"DMRcate"
"chr13",80912906,80915945,"DMRcate"
"chr20",55964273,55967678,"DMRcate"
"chr11",118436523,118437133,"DMRcate"
"chr6",30584245,30586468,"DMRcate"
"chr6",31164776,31169214,"DMRcate"
"chr6",31547704,31550842,"DMRcate"
"chr5",133860277,133863570,"DMRcate"
"chr16",75032477,75034148,"DMRcate"
"chr6",30292899,30297941,"DMRcate"
"chr12",4378267,4383281,"DMRcate"
"chr1",92948788,92953907,"DMRcate"
"chr6",31925660,31930875,"DMRcate"
"chr15",43621948,43623282,"DMRcate"
"chr17",1956668,1959620,"DMRcate"
"chr6",31124103,31127863,"DMRcate"
"chr6",33244172,33247250,"DMRcate"
"chr14",69259241,69264333,"DMRcate"
"chr7",4873010,4877609,"DMRcate"
"chr14",100068637,100071444,"DMRcate"
"chr17",46799640,46803802,"DMRcate"
"chr7",25897148,25902573,"DMRcate"
"chr10",135190372,135193212,"DMRcate"
"chr5",108082637,108085418,"DMRcate"
"chr12",115132761,115136200,"DMRcate"
"chr17",183931,186214,"DMRcate"
"chr6",28553927,28558113,"DMRcate"
"chr5",1243714,1247290,"DMRcate"
"chr11",14993378,14997972,"DMRcate"
"chr13",113425003,113428332,"DMRcate"
"chr6",29974022,29976071,"DMRcate"
"chr13",114824941,114830713,"DMRcate"
"chr18",43683922,43685360,"DMRcate"
"chr10",100174853,100176423,"DMRcate"
"chr7",1581217,1584275,"DMRcate"
"chr11",1297558,1302168,"DMRcate"
"chr16",54318772,54322984,"DMRcate"
"chr11",2904591,2908471,"DMRcate"
"chr10",126135810,126139435,"DMRcate"
"chr7",96650668,96656358,"DMRcate"
"chr12",107380263,107381471,"DMRcate"
"chr18",43651686,43652594,"DMRcate"
"chr19",6736708,6739524,"DMRcate"
"chr14",104602875,104606824,"DMRcate"
"chr11",86382900,86383940,"DMRcate"
"chr12",115102065,115108282,"DMRcate"
"chr20",36147197,36150061,"DMRcate"
"chr7",19156550,19158954,"DMRcate"
"chr1",112531263,112534124,"DMRcate"
"chr6",31759412,31761055,"DMRcate"
"chr5",121412970,121415023,"DMRcate"
"chr7",149568778,149571982,"DMRcate"
"chr5",76934327,76937980,"DMRcate"
"chr6",29633622,29636669,"DMRcate"
"chr11",115371789,115376182,"DMRcate"
"chr14",77786727,77788400,"DMRcate"
"chr11",2321770,2323938,"DMRcate"
"chr12",133463607,133465592,"DMRcate"
"chr6",10414350,10418121,"DMRcate"
"chr11",2421746,2424287,"DMRcate"
"chr11",62445555,62446817,"DMRcate"
"chr17",18161617,18164442,"DMRcate"
"chr7",73037659,73039812,"DMRcate"
"chr6",159238463,159241461,"DMRcate"
"chr1",27647606,27649377,"DMRcate"
"chr6",146863647,146865487,"DMRcate"
"chr1",226924257,226927327,"DMRcate"
"chr14",74318162,74319300,"DMRcate"
"chr1",151030968,151033007,"DMRcate"
"chr10",134733735,134737191,"DMRcate"
"chr15",91473059,91475925,"DMRcate"
"chr16",1659592,1665094,"DMRcate"
"chr7",2148642,2152625,"DMRcate"
"chr12",57913710,57917389,"DMRcate"
"chr2",176993017,176995556,"DMRcate"
"chr15",66993262,66996361,"DMRcate"
"chr7",1529888,1533050,"DMRcate"
"chr5",1948552,1950842,"DMRcate"
"chr17",36102254,36106025,"DMRcate"
"chr7",130130155,130133110,"DMRcate"
"chr8",144920813,144925527,"DMRcate"
"chr11",3817692,3820252,"DMRcate"
"chr5",122429178,122431419,"DMRcate"
"chr11",10324126,10329365,"DMRcate"
"chr1",46767696,46769320,"DMRcate"
"chr6",31553441,31556919,"DMRcate"
"chr5",107005390,107009208,"DMRcate"
"chr1",211431773,211434314,"DMRcate"
"chr17",7197375,7200008,"DMRcate"
"chr11",27720709,27723789,"DMRcate"
"chr1",38019271,38021434,"DMRcate"
"chr3",49466297,49467370,"DMRcate"
"chr19",50315909,50316878,"DMRcate"
"chr2",177052486,177054140,"DMRcate"
"chr7",2442660,2445331,"DMRcate"
"chr12",56390073,56392003,"DMRcate"
"chr5",32709301,32714525,"DMRcate"
"chr1",239549600,239551249,"DMRcate"
"chr12",54408427,54411473,"DMRcate"
"chr6",27839548,27842098,"DMRcate"
"chr10",76584710,76586650,"DMRcate"
"chr5",142781498,142785258,"DMRcate"
"chr20",62130111,62131960,"DMRcate"
"chr7",95025194,95027158,"DMRcate"
"chr12",42719544,42721010,"DMRcate"
"chr12",21809973,21811034,"DMRcate"
"chr2",70475288,70476188,"DMRcate"
"chr5",149378456,149380781,"DMRcate"
"chr4",55092363,55096744,"DMRcate"
"chr5",178016195,178018186,"DMRcate"
"chr10",89418206,89420170,"DMRcate"
"chr12",82752005,82753120,"DMRcate"
"chr5",180614620,180618506,"DMRcate"
"chr1",207627372,207628383,"DMRcate"
"chr17",40272901,40275359,"DMRcate"
"chr22",50451054,50454136,"DMRcate"
"chr14",101290195,101293450,"DMRcate"
"chr6",30156892,30160141,"DMRcate"
"chr19",18900241,18902727,"DMRcate"
"chr11",45824647,45827763,"DMRcate"
"chr16",54967389,54973047,"DMRcate"
"chr17",40834024,40836125,"DMRcate"
"chr2",110370368,110373509,"DMRcate"
"chr6",32156269,32161004,"DMRcate"
"chr17",76921031,76922138,"DMRcate"
"chr17",46687312,46693336,"DMRcate"
"chr17",80038377,80041824,"DMRcate"
"chr12",25054873,25056243,"DMRcate"
"chr2",177022056,177025198,"DMRcate"
"chr11",113929164,113932235,"DMRcate"
"chr12",53715001,53715787,"DMRcate"
"chr17",76834778,76838009,"DMRcate"
"chr1",173835265,173838081,"DMRcate"
"chr6",122931154,122932085,"DMRcate"
"chr1",225116995,225117817,"DMRcate"
"chr7",27190431,27193351,"DMRcate"
"chr6",3848243,3851047,"DMRcate"
"chr7",100860599,100862016,"DMRcate"
"chr7",116164108,116166824,"DMRcate"
"chr13",28365587,28369574,"DMRcate"
"chr6",31801683,31803718,"DMRcate"
"chr13",34391699,34392869,"DMRcate"
"chr8",117886418,117887318,"DMRcate"
"chr3",147108512,147112316,"DMRcate"
"chr6",170580947,170582543,"DMRcate"
"chr10",104402990,104405343,"DMRcate"
"chr5",14142574,14145681,"DMRcate"
"chr6",130339410,130342630,"DMRcate"
"chr13",114086994,114088166,"DMRcate"
"chr17",66286371,66290505,"DMRcate"
"chr6",27099719,27101941,"DMRcate"
"chr6",32074856,32078624,"DMRcate"
"chr15",37390666,37395115,"DMRcate"
"chr7",103085736,103088199,"DMRcate"
"chr10",112835859,112839446,"DMRcate"
"chr8",29120186,29121421,"DMRcate"
"chr15",42565284,42566662,"DMRcate"
"chr1",159823687,159825761,"DMRcate"
"chr17",41131552,41133082,"DMRcate"
"chr12",85671811,85674694,"DMRcate"
"chr7",102714871,102716072,"DMRcate"
"chr11",113184936,113185879,"DMRcate"
"chr1",100502575,100504499,"DMRcate"
"chr13",113802886,113803579,"DMRcate"
"chr1",47972688,47974278,"DMRcate"
"chr6",168120556,168122963,"DMRcate"
"chr11",14541547,14542320,"DMRcate"
"chr9",1042202,1043825,"DMRcate"
"chr11",43597492,43602965,"DMRcate"
"chr6",28498759,28501916,"DMRcate"
"chr1",155051569,155054711,"DMRcate"
"chr5",16178784,16181039,"DMRcate"
"chr14",70037728,70041393,"DMRcate"
"chr10",101418244,101419627,"DMRcate"
"chr7",4751611,4753002,"DMRcate"
"chr11",2949546,2952043,"DMRcate"
"chr6",33215649,33218796,"DMRcate"
"chr16",6068831,6071073,"DMRcate"
"chr18",24127588,24131604,"DMRcate"
"chr6",31690157,31692760,"DMRcate"
"chr11",65624637,65629238,"DMRcate"
"chr7",1519143,1521973,"DMRcate"
"chr2",204399188,204400358,"DMRcate"
"chr12",53773040,53775336,"DMRcate"
"chr14",60631518,60633047,"DMRcate"
"chr4",48832605,48833587,"DMRcate"
"chr11",2016513,2020560,"DMRcate"
"chr11",64066625,64068491,"DMRcate"
"chr10",12084482,12086036,"DMRcate"
"chr6",32794327,32798482,"DMRcate"
"chr7",157257054,157259343,"DMRcate"
"chr6",32920102,32922346,"DMRcate"
"chr17",21278628,21281507,"DMRcate"
"chr10",75531396,75533431,"DMRcate"
"chr19",57701880,57703364,"DMRcate"
"chr2",109744523,109747264,"DMRcate"
"chr13",114838102,114842204,"DMRcate"
"chr6",152127812,152130332,"DMRcate"
"chr10",120839407,120840913,"DMRcate"
"chr5",172662130,172665149,"DMRcate"
"chr17",4045930,4047574,"DMRcate"
"chr6",134495829,134497755,"DMRcate"
"chr12",4917740,4920613,"DMRcate"
"chr6",170861603,170864351,"DMRcate"
"chr5",3597695,3601357,"DMRcate"
"chr6",117197952,117199067,"DMRcate"
"chr6",30121774,30124804,"DMRcate"
"chr6",32143681,32147440,"DMRcate"
"chr2",73459842,73461773,"DMRcate"
"chr13",25945255,25947159,"DMRcate"
"chr16",31212822,31215451,"DMRcate"
"chr7",906040,908060,"DMRcate"
"chr1",155144902,155148157,"DMRcate"
"chr7",20816184,20818070,"DMRcate"
"chr18",20512860,20514031,"DMRcate"
"chr2",241394345,241396251,"DMRcate"
"chr15",45814198,45815405,"DMRcate"
"chr8",143858414,143859990,"DMRcate"
"chr14",105940179,105942243,"DMRcate"
"chr9",139971429,139973827,"DMRcate"
"chr10",118892211,118894180,"DMRcate"
"chr13",111977248,111978350,"DMRcate"
"chr17",59475917,59479306,"DMRcate"
"chr19",39339713,39341449,"DMRcate"
"chr12",90101389,90104064,"DMRcate"
"chr20",62198469,62200854,"DMRcate"
"chr1",152161237,152162507,"DMRcate"
"chr13",26623620,26626134,"DMRcate"
"chr18",5543271,5544661,"DMRcate"
"chr16",24740577,24741724,"DMRcate"
"chr17",41277059,41278563,"DMRcate"
"chr8",145018075,145020593,"DMRcate"
"chr12",114840854,114844265,"DMRcate"
"chr5",172754417,172757276,"DMRcate"
"chr15",26107410,26109614,"DMRcate"
"chr15",79236839,79237654,"DMRcate"
"chr11",3012800,3014937,"DMRcate"
"chr3",73670763,73674433,"DMRcate"
"chr17",4336413,4337231,"DMRcate"
"chr10",91294781,91296457,"DMRcate"
"chr2",42274082,42276442,"DMRcate"
"chr15",100272751,100274248,"DMRcate"
"chr1",27319532,27322021,"DMRcate"
"chr6",34216354,34217744,"DMRcate"
"chr1",40254184,40255903,"DMRcate"
"chr12",3600087,3602937,"DMRcate"
"chr2",120188912,120190297,"DMRcate"
"chr1",99728691,99730419,"DMRcate"
"chr10",17269274,17272616,"DMRcate"
"chr13",111364588,111366565,"DMRcate"
"chr7",127880619,127881440,"DMRcate"
"chr8",38088501,38090440,"DMRcate"
"chr8",23562918,23564717,"DMRcate"
"chr8",41997444,41998516,"DMRcate"
"chr3",195488493,195489909,"DMRcate"
"chr16",874411,878441,"DMRcate"
"chr12",106975112,106977781,"DMRcate"
"chr6",33144795,33147897,"DMRcate"
"chr16",47175842,47178723,"DMRcate"
"chr15",34501719,34503491,"DMRcate"
"chr11",62436681,62439866,"DMRcate"
"chr16",31723830,31725201,"DMRcate"
"chr5",114598137,114599159,"DMRcate"
"chr6",43336278,43337791,"DMRcate"
"chr17",20840716,20841933,"DMRcate"
"chr12",110337166,110338662,"DMRcate"
"chr10",28031957,28036151,"DMRcate"
"chr8",145820998,145823976,"DMRcate"
"chr14",52534596,52536893,"DMRcate"
"chr16",4321202,4324280,"DMRcate"
"chr1",155005172,155007323,"DMRcate"
"chr18",5629180,5630951,"DMRcate"
"chr3",10805956,10806370,"DMRcate"
"chr22",50689161,50690380,"DMRcate"
"chr17",12567873,12569901,"DMRcate"
"chr6",30103696,30105198,"DMRcate"
"chr13",37004536,37006340,"DMRcate"
"chr17",74379913,74383274,"DMRcate"
"chr6",26054552,26057256,"DMRcate"
"chr11",71953387,71955599,"DMRcate"
"chr6",125282870,125284659,"DMRcate"
"chr15",101141955,101143162,"DMRcate"
"chr3",55517224,55521861,"DMRcate"
"chr1",38258709,38261401,"DMRcate"
"chr1",230201582,230203783,"DMRcate"
"chr10",94832033,94835624,"DMRcate"
"chr9",90112101,90114755,"DMRcate"
"chr12",95867190,95869153,"DMRcate"
"chr17",46668715,46674514,"DMRcate"
"chr17",74136758,74138738,"DMRcate"
"chr13",46424943,46426263,"DMRcate"
"chr16",816088,820212,"DMRcate"
"chr1",1142892,1145848,"DMRcate"
"chr6",80656586,80657826,"DMRcate"
"chr15",75017914,75019376,"DMRcate"
"chr18",60382305,60384542,"DMRcate"
"chr8",42128252,42129353,"DMRcate"
"chr16",604188,605725,"DMRcate"
"chr14",29234671,29236898,"DMRcate"
"chr11",111249659,111250566,"DMRcate"
"chr17",7737052,7738776,"DMRcate"
"chr9",139331009,139334807,"DMRcate"
"chr17",80559059,80561461,"DMRcate"
"chr13",79175611,79177925,"DMRcate"
"chr1",68297929,68299511,"DMRcate"
"chr19",6371622,6373627,"DMRcate"
"chr14",74178976,74182560,"DMRcate"
"chr6",80246421,80247907,"DMRcate"
"chr12",93962481,93964793,"DMRcate"
"chr12",131400857,131403068,"DMRcate"
"chr14",61113963,61116782,"DMRcate"
"chr11",8703324,8704501,"DMRcate"
"chr2",33700849,33701705,"DMRcate"
"chr18",60984485,60988465,"DMRcate"
"chr7",45038946,45041140,"DMRcate"
"chr12",32908049,32909796,"DMRcate"
"chr6",28962770,28965021,"DMRcate"
"chr8",143544249,143546893,"DMRcate"
"chr13",113728825,113732896,"DMRcate"
"chr1",213030334,213031989,"DMRcate"
"chr4",2844730,2846155,"DMRcate"
"chr4",174449827,174453287,"DMRcate"
"chr6",41512853,41515050,"DMRcate"
"chr22",45404843,45406639,"DMRcate"
"chr6",166580952,166583523,"DMRcate"
"chr22",43010441,43011819,"DMRcate"
"chr1",155903354,155904916,"DMRcate"
"chr13",39610587,39612920,"DMRcate"
"chr12",112279495,112280971,"DMRcate"
"chr6",170047483,170048424,"DMRcate"
"chr11",131779228,131781257,"DMRcate"
"chr5",57878188,57879417,"DMRcate"
"chr15",74987869,74988951,"DMRcate"
"chr5",50263500,50266228,"DMRcate"
"chr1",42383598,42385160,"DMRcate"
"chr11",1593555,1596165,"DMRcate"
"chr5",179048527,179050963,"DMRcate"
"chr10",125852315,125853893,"DMRcate"
"chr7",130124971,130126871,"DMRcate"
"chr6",35703435,35705851,"DMRcate"
"chr6",32407289,32410873,"DMRcate"
"chr4",184019125,184021351,"DMRcate"
